,Name,Vorname,Fraktion/Gruppe,17-198-01,17-201-02,17-201-03,17-201-04,17-201-05,17-201-01,17-205-01,17-205-02,17-207-01,17-207-02,17-208-01,17-209-01,17-211-01,17-211-02,17-212-01,17-213-01,17-213-02,17-213-03,17-213-04,17-213-05,17-214-01,17-214-02,17-214-03,17-214-04,17-214-05,17-214-06,17-215-01,17-217-01,17-219-01,17-225-03,17-225-01,17-225-02,17-225-04,17-225-05,17-226-02,17-226-03,17-226-01,17-229-01,17-234-03,17-234-04,17-234-05,17-234-01,17-234-02,17-237-01,17-237-02,17-240-03,17-240-02,17-240-01,17-242-01,17-243-01,17-244-01,17-246-01,17-246-02,17-247-01,17-250-01,17-250-02,17-250-03,17-250-04,17-250-05,17-250-06,17-250-07,17-250-08,17-250-09,17-251-01
346,Sawade,Annette,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Enthaltung,Nein,Nein,Nein,Ja,Nein,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Abwesend,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
347,Schaaf,Anton,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Abwesend,Nein,Ja,Abwesend,Abwesend,Nein,Ja,Abwesend,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Abwesend
348,Schäfer (Bochum),Axel,SPD,Abwesend,Nein,Enthaltung,Ja,Ja,Nein,Nein,Abwesend,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Abwesend,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Abwesend,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Abwesend
349,Scheelen,Bernd,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Abwesend,Abwesend,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Abwesend,Abwesend,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja
350,Schieder (Schwandorf),Marianne,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Abwesend,Nein,Ja,Ja,Nein,Nein,Ja,Abwesend,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
351,Schieder (Weiden),Werner,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Abwesend,Abwesend,Ja,Ja,Nein,Nein,Ja,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Enthaltung,Nein,Abwesend,Abwesend,Nein,Enthaltung,Ja,Ja,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
352,Schmidt (Aachen),Ulla,SPD,Nein,Nein,Enthaltung,Abwesend,Abwesend,Nein,Nein,Abwesend,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Enthaltung,Enthaltung,Nein,Enthaltung,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
353,Schmidt (Eisleben),Silvia,SPD,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Abwesend,Abwesend,Ja,Nein,Abwesend,Abwesend,Abwesend,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend
354,Schneider (Erfurt),Carsten,SPD,Abwesend,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Abwesend,Ja,Enthaltung,Enthaltung,Enthaltung,Enthaltung,Enthaltung,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Abwesend,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
355,Schreiner,Ottmar,SPD,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Schulz (Spandau),Swen,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Ja,Enthaltung,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Nein,Enthaltung,Ja,Nein,Nein,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
357,Schurer,Ewald,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Enthaltung,Ja,Ja,Enthaltung,Enthaltung,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Ja,Ja,Ja,Enthaltung,Abwesend,Abwesend,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
358,Schwabe,Frank,SPD,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Enthaltung,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Enthaltung,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
359,Schwanholz,Martin,SPD,Abwesend,Nein,Enthaltung,Ja,Ja,Nein,Nein,Abwesend,Nein,Abwesend,Ja,Nein,Abwesend,Abwesend,Abwesend,Nein,Nein,Nein,Ja,Enthaltung,Nein,Nein,Ja,Nein,Abwesend,Abwesend,Ja,Abwesend,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Abwesend,Abwesend,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
360,Schwanitz,Rolf,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Abwesend,Nein,Ja,Ja,Nein,Nein,Ja,Enthaltung,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
361,Schwartze,Stefan,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Abwesend,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
362,Schwarzelühr-Sutter,Rita,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
363,Sieling,Carsten,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Enthaltung,Ja,Ja,Ja,Enthaltung,Enthaltung,Enthaltung,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Abwesend,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
364,Steffen,Sonja,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Abwesend,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Enthaltung,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Abwesend,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
365,Steinbrück,Peer,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Abwesend,Nein,Abwesend,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Nein,Abwesend,Abwesend,Nein,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Abwesend,Ja,Ja,Ja,Ja,Enthaltung,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja
366,Steinmeier,Frank-Walter,SPD,Abwesend,Nein,Abwesend,Abwesend,Abwesend,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Abwesend,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
367,Strässer,Christoph,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Enthaltung,Ja,Ja,Enthaltung,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
368,Tack,Kerstin,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Abwesend
369,Thierse,Wolfgang,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Abwesend,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Abwesend,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Abwesend,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja
370,Thönnes,Franz,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Abwesend,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
371,Tiefensee,Wolfgang,SPD,Nein,Nein,Abwesend,Abwesend,Abwesend,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Enthaltung,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Abwesend,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Abwesend,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
372,Veit,Rüdiger,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Abwesend,Abwesend,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Enthaltung,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
373,Vogt,Ute,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Abwesend,Abwesend,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
374,Volkmer,Marlies,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Enthaltung,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Enthaltung,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
375,Wicklein,Andrea,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Abwesend,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
376,Wieczorek-Zeul,Heidemarie,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Enthaltung,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
377,Wiefelspütz,Dieter,SPD,Abwesend,Nein,Enthaltung,Ja,Ja,Nein,Nein,Abwesend,Nein,Ja,Abwesend,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Abwesend,Abwesend,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Abwesend,Ja,Ja,Abwesend,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
378,Wolff (Wolmirstedt),Waltraud,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Abwesend,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Enthaltung,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Enthaltung,Abwesend,Abwesend,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Enthaltung,Ja,Abwesend,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Nein,Enthaltung,Nein,Ja,Ja,Ja,Ja,Ja
379,Zapf,Uta,SPD,Abwesend,Nein,Enthaltung,Ja,Ja,Nein,Nein,Abwesend,Nein,Ja,Abwesend,Nein,Nein,Ja,Ja,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Abwesend
380,Ziegler,Dagmar,SPD,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Enthaltung,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Abwesend,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Abwesend,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Ja
381,Zöllmer,Manfred,SPD,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Abwesend,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
382,Zypries,Brigitte,SPD,Abwesend,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Nein,Abwesend,Ja,Nein,Abwesend,Abwesend,Abwesend,Nein,Enthaltung,Nein,Enthaltung,Ja,Nein,Nein,Ja,Nein,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Enthaltung,Ja,Enthaltung,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Abwesend,Abwesend,Nein,Enthaltung,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Enthaltung,Ja,Ja,Ja,Ja,Ja,Ja
383,Ackermann,Jens,FDP,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
384,Ahrendt,Christian,FDP,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Aschenberg-Dugnus,Christine,FDP,Ja,Ja,Nein,Nein,Enthaltung,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Abwesend,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
386,Bahr (Münster),Daniel,FDP,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Abwesend,Ja,Ja,Ja,Nein,Nein,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Abwesend,Nein
387,Bernschneider,Florian,FDP,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Abwesend,Abwesend,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Abwesend,Abwesend,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
388,Blumenthal,Sebastian,FDP,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
389,Bögel,Claudia,FDP,Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein
390,Bracht-Bendt,Nicole,FDP,Ja,Ja,Nein,Nein,Nein,Ja,Abwesend,Ja,Abwesend,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Abwesend,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Enthaltung
